"rating","review"
"1","Saçmalık!! 2 saat uğraş sepet oluştur ödeme yapma adımına gelince hiç bir güne teslimat zamanı seçtirme. Böyle bir uygulama olamaz ya oysa ki adresi en balta seçmiştik. Teslimatınız yoksa veya o günlük o haftalık hizmet veremiyorsanız başta belirtin ki ünsanlar ona göre davransın !!"
"1","İstedim gelmedi hiç de istemediğim market çünkü günlerdir teslimat zamanı seçilemiyor. Dakikalarca ürün seçip sepeti doldurdum ödeme sayfasına bir geldim ki ödeyemiyorum çünkü teslimat zamanı yok. O kadar harcadığım süre boşa gitti. Sonra getir sen söyledim 10dk da getirdiler."
"1","Çok kötü tavsiye etmiyorum. Sipariş zamanında gelmedi diye aradım gün içinde 2 kere farklı bi saat verip kesin geleceğini söylediler. Gece 12 ye kadar bekledim yarına ertelendigini soylediler. Yoğunluk olmasi normaldir fakat bilgilendirme yok. Kapıda bekletiyolar adami. Isimizi size gore mi ayarlaya...Yorumun TamamıÇok kötü tavsiye etmiyorum. Sipariş zamanında gelmedi diye aradım gün içinde 2 kere farklı bi saat verip kesin geleceğini söylediler. Gece 12 ye kadar bekledim yarına ertelendigini soylediler. Yoğunluk olmasi normaldir fakat bilgilendirme yok. Kapıda bekletiyolar adami. Isimizi size gore mi ayarlayacağız. En azından yanlis bilgi vermeyin. Bi de bizim mi aramamiz lazim illa ki o da hiç hoşuma gitmedi. Çağrı merkezindeki arkadaşlar kibardı ama tek yıldızı da onlara veriyorum"
"1","Cidden çok ugrastiniz mı bu uygulama icin? İşine yeni atanmış bir yazılımcı muhtemelen sizden çok daha iyi bir alt yapı hazırlar 2-4 dakika da açılan sayfalar olmayan stoklar vs vs. Farkında mısınız bilmiyorum ama muadilleriniz var kimse size mecbur değil glovo gibi silinip gitmek istemiyorsaniz bir...Yorumun TamamıCidden çok ugrastiniz mı bu uygulama icin? İşine yeni atanmış bir yazılımcı muhtemelen sizden çok daha iyi bir alt yapı hazırlar 2-4 dakika da açılan sayfalar olmayan stoklar vs vs. Farkında mısınız bilmiyorum ama muadilleriniz var kimse size mecbur değil glovo gibi silinip gitmek istemiyorsaniz biraz önem verin"
"5","Bu zorlu karantina günlerinde siparişlerimizi hemen sıraya koyuyorlar ve siparişimizi eksiksiz bir şekilde getiriyorlar. Meyve sebzelerden endiseliydim ama şaşırdım çok taze geliyo. Ürünler markalı sağlam fiyatı uygun. Bunca zamandır boşuna hamallık etmişim ya giyin,arabaparket,urun sec ,kasada bekl...Yorumun TamamıBu zorlu karantina günlerinde siparişlerimizi hemen sıraya koyuyorlar ve siparişimizi eksiksiz bir şekilde getiriyorlar. Meyve sebzelerden endiseliydim ama şaşırdım çok taze geliyo. Ürünler markalı sağlam fiyatı uygun. Bunca zamandır boşuna hamallık etmişim ya giyin,arabaparket,urun sec ,kasada bekle,taşı ,yorul e bide zaman kaybı derken.simdi siz varsiniz neden önce yoktunuz yaa cok cok supersinjz🤗🤭"
"5","Yaklasik 2 aydir bu uygulamayi kullaniyorum ve oldukca memnunum. Urunlerin kalitesi yuksek ve acikcasi fiyatlari da bir cok markete gore daha uygun. Teslimat suresinde ve seklinde(deterjanlar gidadan ayri posetleniyor ornegin) hic bir sorun yasamadim kendi adima. Bunda oturdugum bolgenin yakinlik vs...Yorumun TamamıYaklasik 2 aydir bu uygulamayi kullaniyorum ve oldukca memnunum. Urunlerin kalitesi yuksek ve acikcasi fiyatlari da bir cok markete gore daha uygun. Teslimat suresinde ve seklinde(deterjanlar gidadan ayri posetleniyor ornegin) hic bir sorun yasamadim kendi adima. Bunda oturdugum bolgenin yakinlik vs gibi etkisi olabilir belkide. Musteri hizmetleri de acikcasi cok iyi. Cok hizli ve cok kibar bir sekilde donus yapiyorlar. Tek istegim kuryeler icin online bahsis sistemi gelmesi. Bu zamanda iyi olur"
"5","Şu ana kadar alışveriş yaptım hepsinden çok memnun kaldım. Sipariş oluşturmak ve ödeme yapmak gayet basit. Bazen gelmeden önce haber veriyorlar, siparişte tedarik edilmeyen bir ürün olduğunda da haber veriyorlar. Ara ara indirimli, kuponlu ve banka promosyonlu kampanyalar yapıyorlar. Herşey düşünülm...Yorumun TamamıŞu ana kadar alışveriş yaptım hepsinden çok memnun kaldım. Sipariş oluşturmak ve ödeme yapmak gayet basit. Bazen gelmeden önce haber veriyorlar, siparişte tedarik edilmeyen bir ürün olduğunda da haber veriyorlar. Ara ara indirimli, kuponlu ve banka promosyonlu kampanyalar yapıyorlar. Herşey düşünülmüş kısaca. Sonunda Ankara'ya da geldiler :) Emeği geçen herkese teşekkürler..."
"1","Ürünleriniz kaliteli ama uygulamanız insanı kanser eder. Zaten muadillerinize göre daha çok randevu sistemi çalışıyorsunuz. Bunun üzerine binen uygulama hataları insanı burayı kullanmaktan soğutuyor. Bir şeyler alalım diye tıklıyoruz, stokta yok yazısı çıkıyor ve ardından da sonsuz bir logo döngüsü....Yorumun TamamıÜrünleriniz kaliteli ama uygulamanız insanı kanser eder. Zaten muadillerinize göre daha çok randevu sistemi çalışıyorsunuz. Bunun üzerine binen uygulama hataları insanı burayı kullanmaktan soğutuyor. Bir şeyler alalım diye tıklıyoruz, stokta yok yazısı çıkıyor ve ardından da sonsuz bir logo döngüsü. Uygulamayı kapat, baştan gir, başka ürüne bak, onda da aynısı olsun... Kusura bakmayın, sınıfta kaldınız."
"1","Ürünleri seçiyoruz, teslimata geliyoruz, gün seçiliyor ama saat seçemiyoruz gözüken 3 gün içinde. Doluysanız ""yoğunluktan teslimat yapamıyoruz"" yazın. Neden uğraştırıyorsunuz milleti? Müşteri hizmetleri 10 dakika bekletiyor, açan yok. EN iyisi yine GETİR. ""Getir"" dedik, ürünler 14 dakika sonra kapım...Yorumun TamamıÜrünleri seçiyoruz, teslimata geliyoruz, gün seçiliyor ama saat seçemiyoruz gözüken 3 gün içinde. Doluysanız ""yoğunluktan teslimat yapamıyoruz"" yazın. Neden uğraştırıyorsunuz milleti? Müşteri hizmetleri 10 dakika bekletiyor, açan yok. EN iyisi yine GETİR. ""Getir"" dedik, ürünler 14 dakika sonra kapımdaydı. 7000 ürünüm var demek yeterli değil. Önemli olan içinden 5 ürünü teslim etme yeteneği. O da sizde yok, GETİRde var. Elveda İSTEGELSİN..."
"4","Standart olarak satın aldığımız ürünlerin listelenip otomatik sipariş oluşturulabilmesi çok güzel. Muadil diğer uygulamalara göre ürün çeşidi açısından en geniş yelpazeye sahip, bir çok ürününüzü tek bir yerden alabileceğiniz güzel bir platform."
"1","TEK KELİME İLE DOLANDIRICILIK! Yaşadığım deneyimi anlatacağım. Siparişi hazırladık ve siparişi verdik. Sonra ise sipariş eksik bir şekilde geldi. Sebebi ise siparişini verdiğimiz ürünlerin stokta olmamasıymış, garip olan şu ki siparişi verirken stokta olmayan bir ürünü sipariş edemiyorsunuz. Ama sto...Yorumun TamamıTEK KELİME İLE DOLANDIRICILIK! Yaşadığım deneyimi anlatacağım. Siparişi hazırladık ve siparişi verdik. Sonra ise sipariş eksik bir şekilde geldi. Sebebi ise siparişini verdiğimiz ürünlerin stokta olmamasıymış, garip olan şu ki siparişi verirken stokta olmayan bir ürünü sipariş edemiyorsunuz. Ama stokta bulunan bir ürünü sipariş etmeme rağmen ürün sipariş veren kişi için ayrılmamış. Siparişi yenileyebilirsiniz diyorlar fakat bunu yapabilmek için tekrardan belli bir limiti ödemeniz gerekiyor."
"5","İste gelsinde ikici siparişimi verdim. Sorunsuz bir şekilde ve tam saatinde kapıma özveriyle geldi. Hiç bir sorun yaşamadım bu zamanlarda böyle guler yüzlü ve hijyenik bir şekilde hizmet aldığımız için çok teşekkür ederim!!!"
"5","Uygulamanın kullanımı gayet kolay. Siparişlerimiz tam zamanında geldi. Böyle bir dönemde tam bir kurtarıcı olduğunu belirtmek isterim. Artık siparişlerimizi buradan vermeye karar verdik. Teşekkürler."
"5","Çok memnun kaldım. Sipariş durumuyla ilgili bilgilendiriyorlar her an. Soğuk zincir ürünler soğuk bir şekilde teslim edildi. Kaliteli ürünler bulabildim. Migros sanal marketten sonra çölde vaha gibi geldi 👍"
"5","Dağıtım kapsamınızda değilim ancak şu ortamda bazı firmalar gibi nasıl fırsatçılık yaparım diye değilde nasıl yararlı olabilirim gibi bir düşüncede olduğunuz için destek olmak için indirdim.60 yaş üzerine gösterdiğiniz hassasiyet için teşekkürler. Böyle şeyler görmek çok sevindirici. Çok teşekkürler...Yorumun TamamıDağıtım kapsamınızda değilim ancak şu ortamda bazı firmalar gibi nasıl fırsatçılık yaparım diye değilde nasıl yararlı olabilirim gibi bir düşüncede olduğunuz için destek olmak için indirdim.60 yaş üzerine gösterdiğiniz hassasiyet için teşekkürler. Böyle şeyler görmek çok sevindirici. Çok teşekkürler iyi ki varsınız."
"5","İlk çıktığı günden bu yana kullanıyorum. Diğer büyük zincir marketlerin uygulamalarına göre daha kısa sürelerde siparişi teslim ediyorlar. Ürün çeşitliliği biraz daha artsa inanın diğer uygulamaların hepsini solda sıfır bırakır. Ayrıca haftanın belirli günlerinde büyük oranda indirimler yapılıyor. B...Yorumun Tamamıİlk çıktığı günden bu yana kullanıyorum. Diğer büyük zincir marketlerin uygulamalarına göre daha kısa sürelerde siparişi teslim ediyorlar. Ürün çeşitliliği biraz daha artsa inanın diğer uygulamaların hepsini solda sıfır bırakır. Ayrıca haftanın belirli günlerinde büyük oranda indirimler yapılıyor. Bunun için tek yapmanız gereken uygulamanın size bildirim göndermesi ve iletişim izinlerine onay vermeniz bunun için bile size 15 TL değerinde bir indirim çeki yolluyorlar. Bu çok hoş."
"5","Farklı uygulalamaları deneyimlediğim bu süreçte, memnun kaldığım tek uygulama. Ürünleri özellikle sebze ve meyveleri çok kaliteli, vaktinde teslimat ve müşeri memnuniyeti odaklı bir işletme. Kesinlikle tavsiye ederim."
"5","Bütün sanal marketlerin teslimatları doluyken, istegelsin sayesinde sipariş verebiliyoruz. Ürünler tam zamanında geliyor. Siz de bahşiş uygulamasına geçmelisiniz. Teşekkürler."
"3","Ürün açıklamalarını iletiştim onu çözdünüz. Ama poşet mevzusunu çözmediniz. Hâlâ her 50 TL ye 1 poşet ücreti ekleniyor. Bu da yanlış yöntem devam ediyor.. Ebati düşük fiyatı yüksek olan ürünler olduğunda boşuna ekstra ücret ödeniyor. Daha fazla ürün alacak poşete 1-2 ürün koyup getirildiği oluyor. D...Yorumun TamamıÜrün açıklamalarını iletiştim onu çözdünüz. Ama poşet mevzusunu çözmediniz. Hâlâ her 50 TL ye 1 poşet ücreti ekleniyor. Bu da yanlış yöntem devam ediyor.. Ebati düşük fiyatı yüksek olan ürünler olduğunda boşuna ekstra ücret ödeniyor. Daha fazla ürün alacak poşete 1-2 ürün koyup getirildiği oluyor. Daha bugün yaşadım bu sorunu. 3 adet 5li kullan at jiletleri diğer poşetlerde çok rahat yer olmasına rağmen tek bir poşete koyup getirdiler. Boşu boşuna 25 kuruş ödemiş oluyorum. Bunu da çözün lütfen."
"1","Eğer sebze isteyecekseniz istemeyin, rokanin yarısını, kerevizin ise tamamını attım, çünkü çürük çıktı. Ambalajlı ürün konusunda sorun yok. Bir de çalışan eleman maske falan takmamış"
"1","Sipariş bile veremiyorum. Üye kaydımın derhal silinip, tarafınızdan gelecek reklam mesajları ve kişisel verilerimin 3.şahıslar ile paylaşımı durumunda tüketici koruma kanunu gereği hakkınızda yasal takip başlatacağım."
"1","Dolandırıcılık.Daha ilk siparişimde olmayan ürünü çıkarmışlar ama o ürünün ücretini geri iade etmediler.Mail yoluyla iletişime geçtim geri ödenmiş dediler.Sonra tekrar yatmadığı için mail attım banka geç yatırabilir dediler.10 gün geçti hala geri yatmadı."
"4","Gecikmeli de olsa eksiksiz teslimat için teşekkür ediyorum... Evinden çıkamayan veya çıkmak istemeyenler için önemli bir iş yapıyorsunuz... Dağıtım personelinin hijyeni ve şahsî korunmalarının titizlikle takip edildiğini umuyorum."
"1","Sipariş veriyorsunuz ancak 1 gün sonrasına teslim için saat aralığı seçebiliyorsunuz. Seçtiğim saat aralığından 2.5 saat sonra teslim edildi siparişim. Son kullanma tarihi geçmiş ürün de gönderdikleri yetmiyormuş gibi depozitolu çanta seçmeme rağmen plastik poşet gönderdiler. Tamamen rezaletliklerle...Yorumun TamamıSipariş veriyorsunuz ancak 1 gün sonrasına teslim için saat aralığı seçebiliyorsunuz. Seçtiğim saat aralığından 2.5 saat sonra teslim edildi siparişim. Son kullanma tarihi geçmiş ürün de gönderdikleri yetmiyormuş gibi depozitolu çanta seçmeme rağmen plastik poşet gönderdiler. Tamamen rezaletliklerle dolu. Market fiyatlarıyla aynı olması ve kampanyalar cazip gelebilir ama gün sonunda zararlı çıkıyorsunuz. Değmez."
"1","İng kartım internet alışverişine açık ancak uygulam sürekli banka onay vermedi diyip duruyor. İhtiyacım olduğu anda teslim edemeyeceksiniz, 2 3 gün sonrası kargo aracılığı ile de alışveriş yapabilirim. Sizi neden tercih edeyim, ne artınız var, 2 gün sonraya meyve almak için kullanacak halim yok sonu...Yorumun Tamamıİng kartım internet alışverişine açık ancak uygulam sürekli banka onay vermedi diyip duruyor. İhtiyacım olduğu anda teslim edemeyeceksiniz, 2 3 gün sonrası kargo aracılığı ile de alışveriş yapabilirim. Sizi neden tercih edeyim, ne artınız var, 2 gün sonraya meyve almak için kullanacak halim yok sonuçta."
"1","Cuma günü siparis olusturdum, PARAsını ödedim. Teslimat zamani olarak en erken PAZAR gününü seçtim. Ama simdi arıyorlar, ürün bitmiş bana gonderemiyeceklermis. BANANE !!! Benden parasini almayi biliyosun, benim icin rezerv et o ürünü depoda. Indirim kuponum vardi, o da yandı gitti !!!! Son siparisim...Yorumun TamamıCuma günü siparis olusturdum, PARAsını ödedim. Teslimat zamani olarak en erken PAZAR gününü seçtim. Ama simdi arıyorlar, ürün bitmiş bana gonderemiyeceklermis. BANANE !!! Benden parasini almayi biliyosun, benim icin rezerv et o ürünü depoda. Indirim kuponum vardi, o da yandı gitti !!!! Son siparisimdi, bye bye istegelsin. Banabi kullanmaya devam 👍"
"5","En iyi ve uygun fiyatlı alışveriş uygulaması. Her şey var. Sanırım şok ile çalışıyorlar. Karantina stoğu için bu uygulamadan başka uygulamaların neredeyse yarı fiyatına alışveriş yapabilirsiniz. Umarım hep böyle kaliteli ve uygun fiyatlı kalırsınız."
"5","Online alışverişte bu kötü dönemlerde üzerine tanımam. İlk alışverişimde kurye de koruma amaçlı maske ve eldiven mevcuttu. İkincisinde maalesef ki göremedim. Tek sıkıntı benden yana odur. Emeğinize sağlık"
"1","Abi şaka mı yapıyorsunuz. Süpermarket ürünleri, binlerce çeşit diye reklam yapıp, ""yumurta"" kategorisinde sadece bıldırcın yumurtası satmak?"
"4","Uygulama genel olarak kullanımı kolay ve başarılı. İndirimli ürünler ve kampanyali alışverişlerde rekabetçi fiyatlari var. 3 sipariş verdim 1inde ürünüm eksik geldi ama musteri hizmetleri aynı gün içinde telafi edilmesini sağladı. Ürün çeşidi ve marka sayısı ise bence yetersiz. Zaman zaman sepete ek...Yorumun TamamıUygulama genel olarak kullanımı kolay ve başarılı. İndirimli ürünler ve kampanyali alışverişlerde rekabetçi fiyatlari var. 3 sipariş verdim 1inde ürünüm eksik geldi ama musteri hizmetleri aynı gün içinde telafi edilmesini sağladı. Ürün çeşidi ve marka sayısı ise bence yetersiz. Zaman zaman sepete eklediğim ürünlerde sipariş tamamlama aşamasında stok yok diye sepetten düştüğü oldu (sanırım bu sorun giderilebilir). Böyle güzel hizmetlerin gelişmesi dileğiyle.."
"1","Yaşatılan mağduriyet diz boyu 3 gündür sipariş etmiş olduğum ürünlerin ücreti sizde idi açıklama yapmıyorum anlaşılmıştır. Bir daha mı asla migros , getir sizden kat kat iyi. Sizler tarafından aranıyorum yoğunluk var yarın getirsek olur mu deniyor , şartlardan dolayı kabul ettim 3. Gün deniyor ki te...Yorumun TamamıYaşatılan mağduriyet diz boyu 3 gündür sipariş etmiş olduğum ürünlerin ücreti sizde idi açıklama yapmıyorum anlaşılmıştır. Bir daha mı asla migros , getir sizden kat kat iyi. Sizler tarafından aranıyorum yoğunluk var yarın getirsek olur mu deniyor , şartlardan dolayı kabul ettim 3. Gün deniyor ki teslimat günü ve saati belirlenmemiş merkezde bekliyor getiremeyiz. Muhtemel ürün yok banka çok anlaşılmıştır sanırım ;)"
"5","Bu kadar disiplinli çalıştığınız için, gelen ürünleri sanki kendim seçmişim gibi gönderdiğiniz için, fiyatlarda abartı olmadığı için, bu zor günlerde destek olduğunuz için çok teşekkürler 👏👏👏"
"5","Çok memnun kaldım. Diğer uygulamalardan artısı sipariş gelene kadar bir sürüşeyi unuttuğumuzu farkettik. Sonradan ekledik her şey güzel ve sorunsuz elimize ulaştı"
"5","Sagolsunlar ilk siparişimde 30 tl indirim uyguladılar çok iyi geldi. Hızlılar, oturdugun yerde indirimli ürünleri takip edebiliyorsun. Son kullanma tarihleriyle ilgili sıkıntı olabilir diye düşünmüştüm ama korktuğum olmadı. Çok özenle seçip yollamışlar. İndirimde cabası teşekkür ederim gercekten"
"5","Kampanya ve fiyatlar değişmezse bir daha marketten alışveriş yapmam. Ara sıra aksaklıklar çılsa da, müşteri hizmetleri anında yardımcı oluyor. Neredeyse 10 defa alışveriş yaptım. Ürünler sorunsuz, fiyatlar harika. Sürekli yayınlanan indirim kodları ile fiyatlar marketten neredeyse %30 daha ucuza gel...Yorumun TamamıKampanya ve fiyatlar değişmezse bir daha marketten alışveriş yapmam. Ara sıra aksaklıklar çılsa da, müşteri hizmetleri anında yardımcı oluyor. Neredeyse 10 defa alışveriş yaptım. Ürünler sorunsuz, fiyatlar harika. Sürekli yayınlanan indirim kodları ile fiyatlar marketten neredeyse %30 daha ucuza geliyor. Poşetleri çok güzel 25 kuruşu sonuna kadar hakeden tek poşet. Teşekkürler istegelsin."
"1","Uygulamada meyve ve sebzeler 500 gram 300 gram olarak fiyatlandırılmış. Bu şekilde fiyatları ucuz göstermek istiyorlar. Ancak dediklerinin aksine market fiyatı değil, market fiyatının 1.5-2 katına satıyorlar. Bu yüzden bu uygulamayı kullanmayacağım."
"3","Uygulama yazılım olarak yetersiz geldi. Ana menüye dönmek çok zor userfriendly değil ürünleri sepete eklerken 2, 3 kere yeniden başlatmak zorunda kaldım. Ama gelen ürünler ve hizmet kalitesi çok başarılı. Uygulama acilen geliştirilmeli."
"5","Uygulamada hic sıkıntı yasamadim. Ayrica uygulamadan bağımsız olarak, kolonya fiyatlarini arttirmadilar, sayelerinde bidon kolonya bulabildim. Eskiden gec gelebiliyordu siparisler ama artik bir düzene oturtmuşlar. Hep ayni kisi, Osman Bey bize servis yapıyor, zamaninda geliyor ve cok kibar biri. Not...Yorumun TamamıUygulamada hic sıkıntı yasamadim. Ayrica uygulamadan bağımsız olarak, kolonya fiyatlarini arttirmadilar, sayelerinde bidon kolonya bulabildim. Eskiden gec gelebiliyordu siparisler ama artik bir düzene oturtmuşlar. Hep ayni kisi, Osman Bey bize servis yapıyor, zamaninda geliyor ve cok kibar biri. Notlarimi da dikkate aliyor. Cok memnunum."
"1","Hem 1 gün sonra getirdiler. Hem de sipariş ettiğim zaman parasını verdiğim, sepette olan şeyi kafalarına göre iptal etmişler. 60 liralık minimum sepet tutarına ulaşmak için sipariş ettiğim şeyler geldi sadece. Ukala kurye de cabası. İlk kullanıcı tecrübesi anca bu kadar kötü olabilirdi."
"5","Uzun zamandır kullanıyorum, ürün fiyatları Migros vb seviyelerinde, kampanya vb birçok promosyon oluyor. Bunlardan daha önemlisi hizmet kalitesi Tr standartlarının çok üzerinde, çalışanlar her zaman güleryüzlü ve kibar, markette sıra beklemek, bazı kasiyerlerin gerginliğini çekmek, alınanları eve ta...Yorumun TamamıUzun zamandır kullanıyorum, ürün fiyatları Migros vb seviyelerinde, kampanya vb birçok promosyon oluyor. Bunlardan daha önemlisi hizmet kalitesi Tr standartlarının çok üzerinde, çalışanlar her zaman güleryüzlü ve kibar, markette sıra beklemek, bazı kasiyerlerin gerginliğini çekmek, alınanları eve taşımak gibi tüm sıkıntılardan kurtardı."
"1","17.03.2020 tarihi için verdiğim sipariş teslim edilmemiştir. İnsanları mağdur etmeden en azından bilgi verilmesini beklerdim. Çalışmanızdaki bu özverisizlik ve tembellikten dolayı sizleri kınıyorum.  Müşteri hizmetleri numaranızın da dakikalarca beklememe rağmen açılmaması ayrı bir ayıbınız. Yapamay...Yorumun Tamamı17.03.2020 tarihi için verdiğim sipariş teslim edilmemiştir. İnsanları mağdur etmeden en azından bilgi verilmesini beklerdim. Çalışmanızdaki bu özverisizlik ve tembellikten dolayı sizleri kınıyorum.  Müşteri hizmetleri numaranızın da dakikalarca beklememe rağmen açılmaması ayrı bir ayıbınız. Yapamayacağınız işe girişmemenizi tavsiye eder, GETİR UYGULAMASI'NI örnek alarak süreçlerini yenilemeniz tavsiye ediyorum."
"2","Kötü yorumlara rağmen istegelsin'i denemek istedim.En erken seçebildiğim 2 gün sonra gelmesi için sipariş verdim.İlk siparişimde 20₺ indirimin yanında ürün fiyatları benzeri uygulamalara göre ucuz.Ama sipariş saatime yakın beni arayıp ellerinde ""ücretini ödediğim"" suların kalmadığını söylediler nası...Yorumun TamamıKötü yorumlara rağmen istegelsin'i denemek istedim.En erken seçebildiğim 2 gün sonra gelmesi için sipariş verdim.İlk siparişimde 20₺ indirimin yanında ürün fiyatları benzeri uygulamalara göre ucuz.Ama sipariş saatime yakın beni arayıp ellerinde ""ücretini ödediğim"" suların kalmadığını söylediler nasıl bir stok sistemi bu?19-20 saatlerinde gelecek olan siparişim 21.35de geldi.Sebze meyveleri özel paketlemeleri güzel ama gelen portakallar yenmeyecek kadar kötüydü. Malesef tekrar tercih etmem."
"1","48772188 noldu siparis verdim 23 Mart'ta teslim tarihi gözüküyor bildirimde 25 Mart'ta teslim edildi yazıyor fakat ürünler yok yaklasik 1 haftadır da uğraşıyorum sürekli arayacaklarını söyleyip aramiyorlar ben aradığımda bilgi alamiyorum alışverişlerinizde dikkatli olun!!!!"
"5","Ben çok memnunum 5 kere kullandım hiç bir problem ile karşılaşmadım. Böyle devam edin. Ayrıca çalışanlarınızın mutluluğu da bizi mutlu ediyor/edecek."
"5","Gayet güzel. Faydalı ve güzel bir hizmet.genelde aradıgımızı buluyoruz.kapımıza kadar getiriliyor. Daha ne isteyelim. Hizmette bulunan herkese teşekkürler."
"1","72963367 ve 83536281 nolu siparişlerimi firmanızın , dağıtım personelinizin ve müşteri temsilcinizin, umursamaz ve çözümsüz tavırları nedeniyle iptal etmiş bulunmaktayım. 3 gündür taahhüt edilen zaman aralığında ürünleri teslim etmemiş ve bu konuda klasik oyalama taktikleri ile mağduriyet yaratmış b...Yorumun Tamamı72963367 ve 83536281 nolu siparişlerimi firmanızın , dağıtım personelinizin ve müşteri temsilcinizin, umursamaz ve çözümsüz tavırları nedeniyle iptal etmiş bulunmaktayım. 3 gündür taahhüt edilen zaman aralığında ürünleri teslim etmemiş ve bu konuda klasik oyalama taktikleri ile mağduriyet yaratmış bulunmaktasınız . Altyapıyı oturmadan bir şehirde hizmet vermeye çalışmanızın size müşteri kaybından başka bir getirisi olmayacaginizi bilmeniz lazım."
"5","Kesinlikle tavsiye ederim. Çok memnun kaldım. Siparişi getirenler güler yüzlü sıcakkanlı ve aşırııı nazik. Haftada 1-2 sipariş veriyorum. Tek sıkıntım ilk zamanlarda bir gün sonra teslim ediliyordu şimdilerde teslimat için gece 12 de nöbet tutuyoruz. İstegelsin seviyorum seni hadi günlük dağıtım say...Yorumun TamamıKesinlikle tavsiye ederim. Çok memnun kaldım. Siparişi getirenler güler yüzlü sıcakkanlı ve aşırııı nazik. Haftada 1-2 sipariş veriyorum. Tek sıkıntım ilk zamanlarda bir gün sonra teslim ediliyordu şimdilerde teslimat için gece 12 de nöbet tutuyoruz. İstegelsin seviyorum seni hadi günlük dağıtım sayısını arttırın çok büyüyeceksiniz Çokkkkkk 🎉 🎉 🎉 Tebriklerrrr"
"1","Bence başarısız bir uygulama. Sipariş ilk gun gecikti. İkinci gune kaldı. İkinci gün de teslim etmeden teslim ettik diye mesaj gönderiyorlar. Müşteri hizmetlerine bağlanmak zaten epey zaman alıyor. Kullanmayacağım bir uygulama"
"1","Sipariş  saati 21.00 - 22.00 olmasına rağmen  saat 23.30 da dahi siparişimin bana ulaşmaması. Ne yani gece nöbet mi tutacağım ha geldi ha gelecek die ne saçma sapan bir alış veriş bu. Çok pişman oldum verdiğim sipariş den hala bekliyorum yolda dio siparişiniz. Bu arada müşteri hizmetleri numarası va...Yorumun TamamıSipariş  saati 21.00 - 22.00 olmasına rağmen  saat 23.30 da dahi siparişimin bana ulaşmaması. Ne yani gece nöbet mi tutacağım ha geldi ha gelecek die ne saçma sapan bir alış veriş bu. Çok pişman oldum verdiğim sipariş den hala bekliyorum yolda dio siparişiniz. Bu arada müşteri hizmetleri numarası var ama hiç bir işe yaramıyor gece 23.30 da arıyorum 5 dakika bekliyorum ve yoğunluktan dolayı bekliyorum ve sıkılıp görüşemeden  telefonu kapıyorum. İlk  siparişim di ve son oldu. Musteri memnuyeti ben"
"1","Berbat bir sistemleri var. Bir daha asla alışveriş yapmam. Hem sectigim siparis gununu ertelediler sectigim tarihte getirmediler. Hemde kendilerine gore erteledikleri tarihtede getirmediler. Siparisi iptal et diyorum iptal edemezsiniz musteri hizmetlerini arayin diyor. Ve musteri hizmetlerine sabaht...Yorumun TamamıBerbat bir sistemleri var. Bir daha asla alışveriş yapmam. Hem sectigim siparis gununu ertelediler sectigim tarihte getirmediler. Hemde kendilerine gore erteledikleri tarihtede getirmediler. Siparisi iptal et diyorum iptal edemezsiniz musteri hizmetlerini arayin diyor. Ve musteri hizmetlerine sabahtan beri ulasmaya calisiyorum Açan asla yok. Ne urunlerim geldi nede 600 tl parami geri alabiliyorum. Insanlari magdur eden igrenc bir uygulama"
"1","Urun yelpazesi geniş fakat fiyatlar hiç te aynı değil hem teslimat ücreti alıyor hem de üstüne bir güzel fark koyuyor ayrıca bir kaç gündür sipariş vermek imkansız boşuna indirmeyin."
"1","Her zaman diğer malum uygulamanın gerisinde olacak. Masterpass ile uğraşmak istemiyorum başka ödeme alternatifi olmalı yada uygulamayla eşleşme yapmama neden gerek duyuluyo ki ilk defa başıma geldi kart numaramı girip odememi yapayım işte neden işi yokuşa sürüyorsunuz. + eslesmeye tamam diyorum şifr...Yorumun TamamıHer zaman diğer malum uygulamanın gerisinde olacak. Masterpass ile uğraşmak istemiyorum başka ödeme alternatifi olmalı yada uygulamayla eşleşme yapmama neden gerek duyuluyo ki ilk defa başıma geldi kart numaramı girip odememi yapayım işte neden işi yokuşa sürüyorsunuz. + eslesmeye tamam diyorum şifre gelecek diyo gelmiyo. Kusura bakmayın ama tek şekilde ödemeye mecbur birakmaniz tam bir amatörlük"
"1","Çok kötü Öncellikle minimum paket tutarı 60tl cok fazla ayrıca ayni gun teslimat yok. Adresi yanlış tercih etmişim ama çok tuaf ki değiştiremiyoruz. Iptal edin tamam kullandığım hediye çekini tanımlanacak mi? ""Hayir"" herşeyi kabul yine de 10-11 arasında teslimat olsun dedim 12:30 geldi. Istegelsin=p...Yorumun TamamıÇok kötü Öncellikle minimum paket tutarı 60tl cok fazla ayrıca ayni gun teslimat yok. Adresi yanlış tercih etmişim ama çok tuaf ki değiştiremiyoruz. Iptal edin tamam kullandığım hediye çekini tanımlanacak mi? ""Hayir"" herşeyi kabul yine de 10-11 arasında teslimat olsun dedim 12:30 geldi. Istegelsin=pes"
"5","Sebze ve meyvelerin paketli gelmesi çok güzel, tam zamanında, hijyen kurallarına ve sosyal mesafeye uygun teslimat, emeği geçen herkese çok teşekkürler."
